LT:
Kolo 0: 153.436 0.171306 1
Kolo 1: 220.049 0.698993 1
Kolo 2: 7.94753 0.672873 1
Kolo 3: 332.354 1 0.908539
Kolo 4: 7.98279 0.352344 1
Kolo 5: 219.46 1 0.36
Kolo 6: 82.6249 0.68 1
Kolo 7: 200.395 0.890585 1
LP:
Kolo 0: 172.436 0.965688 1
Kolo 1: 152.065 0.457929 1
Kolo 2: 2.94753 0.840564 1
Kolo 3: 141.354 1 0.828983
Kolo 4: 352.764 1 0.249765
Kolo 5: 244.46 1 0.831319
Kolo 6: 325.625 1 0.147803
Kolo 7: 79.3493 0.103636 1
PP:
Kolo 0: 352 0.71 1
Kolo 1: 285 1 0.59
Kolo 2: 103 0.64 1
Kolo 3: 321 0.46 1
Kolo 4: 280 0.35 1
Kolo 5: 44 0.84 1
Kolo 6: 104 0.97 1
Kolo 7: 209.821 1 0.968163
PT:
Kolo 0: 212 1 0.641798
Kolo 1: 282 1 0.5339
Kolo 2: 298 1 0.672589
Kolo 3: 222 0.737791 1
Kolo 4: 164 0.99564 1
Kolo 5: 181 1 0.458116
Kolo 6: 290 1 0.731362
Kolo 7: 217.65 1 0.998717
Zakres kolorow: pelen
Tryb zanikania krawedzi: Gauss
Tryb punktu fiksacyjnego: pulsujacy i rotujacy
Imie badanego: Imie
